1100032	1	0112000006000	1
1100032	1	0402001008000	1
1100032	1	1615001016000	2
1100131	1	0103000006000	12
1100131	1	0104000006000	2
1100131	1	0106000006000	1
1100131	1	0109000006000	1
1100131	1	0112000006000	6
1100131	1	0114000006000	2
1100131	1	0116000006000	1
1100131	1	0129000005000	2
1100131	1	0401001008000	4
1100131	1	0401091008000	1
1100131	1	0402001008000	6
1100131	1	0402031004400	24
1100131	1	0403001008000	15
1100131	1	0404251006000	2
1100131	1	0412001008000	2
1100131	1	0412261006000	2
1100131	1	0414001008000	4
1100131	1	1201001005000	6
1100131	1	1201031005000	48
1100131	1	1202031005000	24
1100131	1	1212131005000	6
1100131	1	1602001006000	11
1100131	1	1603001006000	14
1100131	1	1612001006000	5
1100131	1	1803000008000	1
1100131	1	1804081008000	1
1100131	1	2103001008000	1
1100131	1	2215000008000	1
1100172	1	1606001006000	1
1100180	1	0101090006000	5
1100180	1	0104000006000	11
1100180	1	0105000006000	2
1100180	1	0111000006000	7
1100180	1	0112000006000	5
1100180	1	0114000006000	5
1100180	1	0414001008000	1
1100289	1	0101000006000	2
1100289	1	0112000006000	1
1100289	1	0201040108000	1
1100289	1	0212000108000	1
1100289	1	0402001008000	1
1100289	1	0404001008000	2
1100289	1	1412001008000	2
1100289	1	1601001006000	5
1100289	1	1602001006000	4
1100289	1	1603001006000	6
1100289	1	1604001006000	13
1100289	1	1606001006000	2
1100289	1	1612001006000	15
1100289	1	1614001006000	2
1100289	1	1804000008000	1
1100289	1	1804081008000	7
1100289	1	1804101008000	2
1100289	1	1810281008000	7
1100289	1	1812000008000	10
1100289	1	1814001008000	1
1100289	1	2004000106000	1
1100289	1	2101001008000	6
1100289	1	2101091008000	4
1100289	1	2102001008000	4
1100289	1	2104001008000	6
1100289	1	2104081008000	4
1100289	1	2104101008000	2
1100289	1	2111001008000	1
1100289	1	2112001008000	9
1100289	1	2117001008000	1
1100289	1	2201000008000	4
1100289	1	2202001008000	3
1100289	1	2203000008000	2
1100289	1	2204000008000	10
1100289	1	2204080008000	2
1100289	1	2210280008000	3
1100289	1	2212000008000	11
1100313	1	0101000006000	1
1100313	1	0101020005000	2
1100313	1	0101090006000	1
1100313	1	0103000006000	2
1100313	1	1601001006000	3
1100313	1	1601091006000	5
1100313	1	1602001006000	2
1100313	1	1603001006000	1
1100313	1	1604001006000	5
1100313	1	1606001006000	4
1100313	1	1612001006000	2
1100313	1	2210280008000	3
1100313	1	2212000008000	1
1100339	1	0201040108000	21
1100339	1	0202040108000	15
1100339	1	0203040108000	16
1100339	1	0204000108000	18
1100339	1	0204080108000	6
1100339	1	0204150108000	2
1100339	1	0212000108000	38
1100339	1	1401001008000	2
1100339	1	1404001008000	7
1100339	1	1412001008000	1
1100339	1	1415001008000	1
1100339	1	1601001006000	1
1100339	1	1601091006000	2
1100339	1	1602001006000	1
1100339	1	1604001006000	2
1100339	1	1612001006000	10
1100339	1	1614001006000	3
1100339	1	1801001008000	1
1100339	1	1802000008000	1
1100339	1	1803000008000	1
1100339	1	1804081008000	5
1100339	1	1804101008000	2
1100339	1	1812000008000	2
1100339	1	2101001008000	2
1100339	1	2101091008000	8
1100339	1	2112001008000	3
1100339	1	2202001008000	1
1100339	1	2203001008000	1
1100339	1	2204000008000	4
1100339	1	2204001008000	1
1100339	1	2204080008000	6
1100339	1	2206000008000	8
1100354	1	0101090006000	1
1100354	1	0102000006000	1
1100354	1	0102000018000	1
1100354	1	0103000006000	1
1100354	1	0104000006000	1
1100354	1	0114000006000	1
1100354	1	0401001008000	1
1100354	1	1602001006000	1
1100354	1	1608001016000	2
1100354	1	1612001006000	1
1100404	1	0104000006000	1
1100404	1	0108000006000	51
1100404	1	0403001008000	1
1100404	1	0404001008000	4
1100404	1	0409001008000	1
1100404	1	0412001008000	1
1100404	1	1601001006000	8
1100404	1	1603001006000	6
1100404	1	1604001006000	79
1100404	1	1608001006000	5
1100404	1	1612001006000	7
1100404	1	1804001008000	2
1100404	1	1804081008000	4
1100404	1	2001090106000	1
1100404	1	2004000106000	4
1100404	1	2104001008000	6
1100404	1	2104081008000	3
1100404	1	2116001008000	3
1100404	1	2204000006000	2
1100487	1	0201040108000	3
1100487	1	1602001006000	2
1100487	1	1604001006000	4
1100487	1	1606001006000	3
1100578	1	0104000006000	4
1100578	1	1404081008000	1
1100578	1	1412001008000	1
1100578	1	1604001006000	2
1100578	1	1612001006000	2
1100578	1	2101091008000	1
1100578	1	2115001008000	1
1100578	1	2204000008000	3
1100586	1	0204150108000	1
1100586	1	1604001006000	4
1100586	1	2101001008000	4
1100586	1	2101091008000	1
1100586	1	2104001008000	1
1100586	1	2115001008000	7
1100586	1	2117001008000	3
1100602	1	0101020005000	2
1100602	1	0101040005000	4
1100602	1	0103000106000	1
1100602	1	0129000005000	1
1100602	1	0129000006000	1
1100602	1	0204000108000	2
1100602	1	0212000108000	1
1100602	1	0403001006000	1
1100602	1	0403001008000	2
1100602	1	0404001008000	6
1100602	1	0404101008000	3
1100602	1	0408001008000	1
1100602	1	0414001008000	1
1100602	1	1003000006000	1
1100602	1	1303001006000	1
1100602	1	1604001006000	3
1100628	1	0101000006000	4
1100628	1	0101250005000	1
1100628	1	0103000006000	4
1100628	1	0106000006000	6
1100628	1	0129000005000	1
1100628	1	0415001016000	1
1100628	1	1402001008000	4
1100628	1	1403001008000	4
1100628	1	1601001006000	5
1100628	1	1603001006000	6
1100628	1	1604001006000	1
1100628	1	1606001006000	1
1100628	1	1803000008000	4
1100628	1	1806001008000	1
1100628	1	2101091008000	9
1100628	1	2204000008000	6
1100628	1	2206000008000	3
1100644	1	0416001008000	1
1100644	1	1401001008000	1
1100644	1	1402001008000	1
1100644	1	1404081008000	1
1100677	1	0101000006000	6
1100677	1	0101000105000	1
1100677	1	0101000106000	1
1100677	1	0101040005000	2
1100677	1	0101090006000	3
1100677	1	0101250005000	2
1100677	1	0101340006000	1
1100677	1	0104000006000	3
1100677	1	0104000106000	1
1100677	1	0106000006000	2
1100677	1	0116000006000	1
1100677	1	0401091008000	1
1100677	1	1612001006000	1
1100677	1	2101001008000	1
1100701	1	0101000006000	8
1100701	1	0106000006000	2
1100701	1	0108000006000	10
1100701	1	0114000006000	6
1100701	1	0401001008000	4
1100701	1	0402001008000	1
1100701	1	0403001008000	1
1100701	1	0408001008000	2
1100701	1	1314001006000	1
1100701	1	1401001008000	1
1100701	1	1402001008000	1
1100701	1	1601001006000	7
1100701	1	1608001006000	1
1100701	1	1614001006000	6
1100701	1	1801000008000	1
1100701	1	1801001008000	3
1100701	1	1803001008000	2
1100701	1	1814000008000	1
1100701	1	2101001008000	4
1100701	1	2102001008000	3
1100701	1	2103001008000	2
1100701	1	2104101008000	2
1100701	1	2117001008000	2
1100701	1	2203001008000	1
1100719	1	0108000006000	1
1100735	1	0101000006000	1
1100735	1	0109000006000	1
1100735	1	0116000006000	1
1100735	1	0201040108000	2
1100735	1	0203040108000	1
1100735	1	0401091008000	1
1100735	1	0402001008000	1
1100735	1	0404101008000	1
1100735	1	0409001008000	1
1100735	1	0416001008000	1
1100735	1	1301091006000	1
1100735	1	1402001008000	1
1100735	1	1403001008000	1
1100735	1	1601001006000	4
1100735	1	1601091006000	5
1100735	1	1615001016000	1
1100735	1	1801001008000	2
1100735	1	1802001008000	2
1100735	1	1803001008000	2
1100735	1	1814001008000	1
1100735	1	2002000106000	4
1100735	1	2101001008000	2
1100735	1	2104101008000	2
1100735	1	2116001008000	1
1100750	1	1615000006000	2
1100792	1	0101000006000	2
1100792	1	0101090006000	1
1100792	1	0102000006000	5
1100792	1	0103000006000	3
1100792	1	0108000006000	1
1100792	1	0204150108000	1
1100792	1	0401091008000	1
1100792	1	0402001008000	1
1100792	1	0404101008000	1
1100792	1	0406001008000	1
1100792	1	0412001008000	1
1100792	1	0414001008000	1
1100792	1	1302001006000	1
1100792	1	1402001008000	2
1100792	1	1405001008000	18
1100792	1	1410131008000	3
1100792	1	1412001008000	6
1100792	1	1415001008000	1
1100792	1	1601001006000	5
1100792	1	1602001006000	1
1100792	1	1603001006000	3
1100792	1	1604001006000	1
1100792	1	1612001006000	20
1100792	1	1614001006000	2
1100792	1	1802000008000	3
1100792	1	1803000008000	6
1100792	1	1804000008000	5
1100792	1	1805000008000	6
1100792	1	1811320008000	5
