0	1100032	3.026510041041
1	1100131	1.341916805197
2	1100172	3.048394095340
3	1100180	2.535211649696
4	1100289	1.508726110188
5	1100313	2.608131652748
6	1100339	1.334952080998
7	1100354	2.916569774090
8	1100404	1.361025393608
9	1100487	2.833843454324
10	1100578	2.816080257848
11	1100586	2.677322007072
12	1100602	2.603952619386
13	1100628	2.302039836354
14	1100644	2.985950199880
15	1100677	2.715948179040
16	1100701	2.201809859427
17	1100719	3.067160229641
18	1100735	2.441814070400
19	1100750	3.027183127754
20	1100792	1.868901077526
21	1100818	2.016070396546
22	1100875	2.506234968364
23	1100883	2.630082978728
24	1100966	1.928990847334
25	1101014	2.985899744195
26	1101022	2.605774900681
27	1101048	2.410262777192
28	1101097	3.067302973006
29	1101204	2.925969065348
30	1101220	2.676867301608
31	1101261	2.763862510750
32	1101311	3.065626945980
33	1101378	2.407622789474
34	1101402	2.945758531123
35	1101444	2.908469749789
36	1101485	2.335703052501
37	1101519	2.674605413468
38	1101568	2.551501737797
39	1101618	2.226116971639
40	1101675	2.679330327503
41	1101683	2.996591006715
42	1101758	2.564221437351
43	1101790	2.099965731390
44	1101824	2.710733174331
45	1101832	2.713864070552
46	1101865	2.546178657391
47	1101949	3.046946142252
48	1102046	2.956697998580
49	1102053	2.908340323857
50	1102079	2.928081310865
51	1102129	2.932414521990
52	1102152	2.804658244085
53	1102186	2.928132302966
54	1102236	3.068598099034
55	1102244	3.006071390942
56	1102293	1.498761787522
57	1102301	2.812590618175
58	1102327	2.318076474803
59	1102392	2.757050057744
60	1102418	3.026877995791
61	1102426	2.731382252519
62	1102459	2.711396466739
63	1102483	3.027172411192
64	1102491	2.073809160707
65	1102533	3.047883434364
66	1102541	3.067681045053
67	1102673	3.027187177549
68	1102699	3.026631178419
69	1102715	3.027433011019
70	1102780	1.788445351095
71	1102806	2.874598945043
72	1102822	2.720755323007
73	1102863	2.947067847886
74	1102947	2.939495064530
75	1102988	2.928275853501
76	1102996	2.425116869241
77	1103010	2.790498783303
78	1103028	3.047632512013
79	1103051	2.813698011565
80	1103101	3.026671699464
81	1103259	2.144418221495
82	1103283	3.047725351875
83	1103309	2.535013596400
84	1103341	3.027628662261
85	1103390	2.744827407057
86	1103408	1.926264593082
87	1103473	2.763001052616
88	1103481	2.779712303695
89	1103499	2.553983956714
90	1103515	2.947830282361
91	1103564	2.074857722897
92	1103614	2.785183910967
93	1103648	2.833778395352
94	1103671	2.853400430294
95	1103705	1.332011705674
96	1103739	3.005530102686
97	1103754	2.474412449502
98	1103762	2.660976251778
99	1103804	2.927436423496
100	1103838	1.392347759959
